Model,Dataset,Final Train Loss,Final Val Loss,Final Val Dice,Final Val IoU,Checkpoint Path
unet,ISIC_2016,,1.248421120767792,0.40095340786501765,0.26769765218098956,results\2026-03-18_12-28-43\unet_ISIC_2016.pth
maffnet,ISIC_2016,,1.299270547926426,0.3938766844415416,0.25801232414475334,results\2026-03-18_12-28-43\maffnet_ISIC_2016.pth
