Model,Dataset,Final Train Loss,Final Val Loss,Final Val Dice,Final Val IoU,Checkpoint Path
unet,ISIC_2016,,1.2323237750679255,0.40095340786501765,0.26769765218098956,results\2026-03-18_12-23-35\unet_ISIC_2016.pth
maffnet,ISIC_2016,,1.5818159778912861,0.11136407121678608,0.060043139491727605,results\2026-03-18_12-23-35\maffnet_ISIC_2016.pth
