Model,Dataset,Final Train Loss,Final Val Loss,Final Val Dice,Final Val IoU,Checkpoint Path
unet,ISIC_2016,,1.2220741529017687,0.40095340786501765,0.26769765218098956,results\2026-03-30_07-19-01\unet_ISIC_2016.pth
