Model,Dataset,Final Train Loss,Final Val Loss,Final Val Dice,Final Val IoU,Checkpoint Path
unet,ISIC_2016,,1.2435282319784164,0.40095340786501765,0.26769765218098956,results\2026-03-18_12-17-47\unet_ISIC_2016.pth
maffnet,ISIC_2016,,1.2680132916818063,0.4223703286455323,0.28243636110952747,results\2026-03-18_12-17-47\maffnet_ISIC_2016.pth
