Model,Dataset,Final Train Loss,Final Val Loss,Final Val Dice,Final Val IoU,Checkpoint Path
unet,ISIC_2016,,1.225362913062175,0.40095340786501765,0.26769765218098956,results\2026-03-18_12-00-48\unet_ISIC_2016.pth
maffnet,ISIC_2016,,1.6603742676476638,0.03280534039284965,0.016832570816787854,results\2026-03-18_12-00-48\maffnet_ISIC_2016.pth
